Source;Target;Type;Id;Label;Weight
191.0;172.0;Directed;;;
39.0;156.0;Directed;;;
19.0;199.0;Directed;;;
199.0;116.0;Directed;;;
156.0;135.0;Directed;;;
235.0;175.0;Directed;;;
172.0;34.0;Directed;;;
179.0;132.0;Directed;;;
144.0;181.0;Directed;;;
233.0;148.0;Directed;;;
181.0;144.0;Directed;;;
116.0;59.0;Directed;;;
174.0;144.0;Directed;;;
116.0;163.0;Directed;;;
59.0;191.0;Directed;;;
116.0;172.0;Directed;;;
198.0;199.0;Directed;;;
163.0;199.0;Directed;;;
174.0;168.0;Directed;;;
59.0;199.0;Directed;;;
135.0;174.0;Directed;;;
198.0;116.0;Directed;;;
168.0;59.0;Directed;;;
144.0;174.0;Directed;;;
116.0;39.0;Directed;;;
116.0;135.0;Directed;;;
175.0;198.0;Directed;;;
199.0;198.0;Directed;;;
148.0;135.0;Directed;;;
39.0;199.0;Directed;;;
199.0;179.0;Directed;;;
209.0;198.0;Directed;;;
191.0;168.0;Directed;;;
34.0;199.0;Directed;;;
199.0;116.0;Directed;;;
199.0;235.0;Directed;;;
168.0;198.0;Directed;;;
34.0;116.0;Directed;;;
135.0;233.0;Directed;;;
198.0;209.0;Directed;;;
49.0;215.0;Directed;;;
51.0;215.0;Directed;;;
215.0;112.0;Directed;;;
19.0;193.0;Directed;;;
1.0;18.0;Directed;;;
215.0;51.0;Directed;;;
1.0;215.0;Directed;;;
18.0;215.0;Directed;;;
19.0;159.0;Directed;;;
1.0;49.0;Directed;;;
215.0;1.0;Directed;;;
174.0;51.0;Directed;;;
1.0;95.0;Directed;;;
51.0;174.0;Directed;;;
95.0;215.0;Directed;;;
51.0;1.0;Directed;;;
51.0;19.0;Directed;;;
215.0;49.0;Directed;;;
159.0;178.0;Directed;;;
112.0;215.0;Directed;;;
1.0;19.0;Directed;;;
178.0;1.0;Directed;;;
193.0;51.0;Directed;;;
81.0;199.0;Directed;;;
132.0;135.0;Directed;;;
19.0;193.0;Directed;;;
116.0;59.0;Directed;;;
199.0;205.0;Directed;;;
116.0;163.0;Directed;;;
198.0;199.0;Directed;;;
205.0;116.0;Directed;;;
163.0;199.0;Directed;;;
59.0;199.0;Directed;;;
198.0;116.0;Directed;;;
174.0;187.0;Directed;;;
187.0;132.0;Directed;;;
198.0;156.0;Directed;;;
199.0;198.0;Directed;;;
202.0;198.0;Directed;;;
198.0;193.0;Directed;;;
116.0;174.0;Directed;;;
156.0;132.0;Directed;;;
172.0;19.0;Directed;;;
116.0;19.0;Directed;;;
81.0;197.0;Directed;;;
193.0;81.0;Directed;;;
197.0;81.0;Directed;;;
19.0;199.0;Directed;;;
193.0;202.0;Directed;;;
85.0;19.0;Directed;;;
116.0;85.0;Directed;;;
135.0;172.0;Directed;;;
174.0;215.0;Directed;;;
59.0;225.0;Directed;;;
59.0;170.0;Directed;;;
116.0;59.0;Directed;;;
19.0;202.0;Directed;;;
51.0;59.0;Directed;;;
156.0;198.0;Directed;;;
229.0;199.0;Directed;;;
59.0;199.0;Directed;;;
224.0;73.0;Directed;;;
135.0;174.0;Directed;;;
187.0;116.0;Directed;;;
85.0;116.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
187.0;132.0;Directed;;;
202.0;174.0;Directed;;;
229.0;224.0;Directed;;;
170.0;135.0;Directed;;;
187.0;156.0;Directed;;;
198.0;156.0;Directed;;;
187.0;224.0;Directed;;;
199.0;198.0;Directed;;;
73.0;212.0;Directed;;;
85.0;156.0;Directed;;;
198.0;172.0;Directed;;;
116.0;51.0;Directed;;;
191.0;215.0;Directed;;;
59.0;187.0;Directed;;;
172.0;19.0;Directed;;;
156.0;59.0;Directed;;;
188.0;85.0;Directed;;;
198.0;135.0;Directed;;;
135.0;188.0;Directed;;;
116.0;198.0;Directed;;;
135.0;191.0;Directed;;;
174.0;198.0;Directed;;;
225.0;73.0;Directed;;;
73.0;46.0;Directed;;;
132.0;59.0;Directed;;;
212.0;187.0;Directed;;;
215.0;59.0;Directed;;;
46.0;229.0;Directed;;;
116.0;178.0;Directed;;;
135.0;174.0;Directed;;;
198.0;116.0;Directed;;;
221.0;116.0;Directed;;;
178.0;116.0;Directed;;;
116.0;135.0;Directed;;;
116.0;198.0;Directed;;;
174.0;221.0;Directed;;;
191.0;168.0;Directed;;;
153.0;230.0;Directed;;;
19.0;187.0;Directed;;;
132.0;39.0;Directed;;;
51.0;215.0;Directed;;;
59.0;73.0;Directed;;;
174.0;116.0;Directed;;;
39.0;198.0;Directed;;;
51.0;166.0;Directed;;;
198.0;105.0;Directed;;;
198.0;194.0;Directed;;;
116.0;178.0;Directed;;;
186.0;198.0;Directed;;;
198.0;116.0;Directed;;;
178.0;215.0;Directed;;;
166.0;174.0;Directed;;;
116.0;135.0;Directed;;;
73.0;198.0;Directed;;;
19.0;186.0;Directed;;;
21.0;19.0;Directed;;;
168.0;198.0;Directed;;;
116.0;174.0;Directed;;;
105.0;51.0;Directed;;;
230.0;21.0;Directed;;;
116.0;198.0;Directed;;;
194.0;198.0;Directed;;;
174.0;198.0;Directed;;;
215.0;59.0;Directed;;;
135.0;153.0;Directed;;;
187.0;198.0;Directed;;;
116.0;191.0;Directed;;;
116.0;199.0;Directed;;;
156.0;198.0;Directed;;;
168.0;199.0;Directed;;;
198.0;199.0;Directed;;;
59.0;199.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
198.0;59.0;Directed;;;
132.0;198.0;Directed;;;
198.0;156.0;Directed;;;
59.0;168.0;Directed;;;
191.0;199.0;Directed;;;
199.0;198.0;Directed;;;
156.0;59.0;Directed;;;
116.0;198.0;Directed;;;
135.0;191.0;Directed;;;
199.0;116.0;Directed;;;
132.0;59.0;Directed;;;
199.0;132.0;Directed;;;
132.0;168.0;Directed;;;
156.0;135.0;Directed;;;
172.0;34.0;Directed;;;
19.0;168.0;Directed;;;
168.0;199.0;Directed;;;
207.0;156.0;Directed;;;
224.0;73.0;Directed;;;
198.0;132.0;Directed;;;
198.0;156.0;Directed;;;
199.0;198.0;Directed;;;
156.0;199.0;Directed;;;
202.0;207.0;Directed;;;
173.0;199.0;Directed;;;
198.0;202.0;Directed;;;
172.0;19.0;Directed;;;
73.0;173.0;Directed;;;
156.0;224.0;Directed;;;
156.0;172.0;Directed;;;
173.0;224.0;Directed;;;
156.0;202.0;Directed;;;
168.0;198.0;Directed;;;
34.0;168.0;Directed;;;
135.0;178.0;Directed;;;
59.0;199.0;Directed;;;
39.0;199.0;Directed;;;
198.0;116.0;Directed;;;
170.0;19.0;Directed;;;
199.0;198.0;Directed;;;
156.0;112.0;Directed;;;
112.0;228.0;Directed;;;
85.0;170.0;Directed;;;
228.0;59.0;Directed;;;
188.0;85.0;Directed;;;
19.0;164.0;Directed;;;
164.0;39.0;Directed;;;
116.0;59.0;Directed;;;
59.0;168.0;Directed;;;
168.0;233.0;Directed;;;
233.0;135.0;Directed;;;
178.0;188.0;Directed;;;
240.0;199.0;Directed;;;
116.0;199.0;Directed;;;
172.0;34.0;Directed;;;
34.0;199.0;Directed;;;
19.0;199.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
156.0;137.0;Directed;;;
172.0;19.0;Directed;;;
220.0;170.0;Directed;;;
198.0;172.0;Directed;;;
198.0;156.0;Directed;;;
199.0;198.0;Directed;;;
156.0;172.0;Directed;;;
170.0;240.0;Directed;;;
132.0;199.0;Directed;;;
191.0;220.0;Directed;;;
137.0;191.0;Directed;;;
215.0;193.0;Directed;;;
116.0;199.0;Directed;;;
199.0;187.0;Directed;;;
116.0;215.0;Directed;;;
199.0;187.0;Directed;;;
19.0;193.0;Directed;;;
193.0;19.0;Directed;;;
116.0;59.0;Directed;;;
193.0;198.0;Directed;;;
163.0;116.0;Directed;;;
59.0;199.0;Directed;;;
198.0;200.0;Directed;;;
198.0;116.0;Directed;;;
187.0;116.0;Directed;;;
200.0;116.0;Directed;;;
187.0;132.0;Directed;;;
200.0;132.0;Directed;;;
132.0;201.0;Directed;;;
199.0;198.0;Directed;;;
198.0;172.0;Directed;;;
59.0;175.0;Directed;;;
172.0;19.0;Directed;;;
175.0;199.0;Directed;;;
112.0;215.0;Directed;;;
215.0;59.0;Directed;;;
193.0;112.0;Directed;;;
199.0;163.0;Directed;;;
201.0;116.0;Directed;;;
116.0;199.0;Directed;;;
156.0;174.0;Directed;;;
199.0;202.0;Directed;;;
174.0;116.0;Directed;;;
207.0;116.0;Directed;;;
199.0;205.0;Directed;;;
174.0;132.0;Directed;;;
174.0;221.0;Directed;;;
116.0;233.0;Directed;;;
205.0;116.0;Directed;;;
168.0;199.0;Directed;;;
185.0;199.0;Directed;;;
198.0;116.0;Directed;;;
202.0;116.0;Directed;;;
199.0;189.0;Directed;;;
59.0;168.0;Directed;;;
199.0;198.0;Directed;;;
156.0;191.0;Directed;;;
199.0;207.0;Directed;;;
191.0;116.0;Directed;;;
116.0;174.0;Directed;;;
170.0;19.0;Directed;;;
189.0;156.0;Directed;;;
116.0;19.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
19.0;199.0;Directed;;;
199.0;215.0;Directed;;;
221.0;116.0;Directed;;;
215.0;59.0;Directed;;;
116.0;170.0;Directed;;;
199.0;156.0;Directed;;;
116.0;185.0;Directed;;;
116.0;199.0;Directed;;;
178.0;133.0;Directed;;;
181.0;116.0;Directed;;;
48.0;189.0;Directed;;;
199.0;36.0;Directed;;;
207.0;116.0;Directed;;;
116.0;59.0;Directed;;;
199.0;112.0;Directed;;;
199.0;205.0;Directed;;;
51.0;59.0;Directed;;;
153.0;112.0;Directed;;;
205.0;116.0;Directed;;;
59.0;191.0;Directed;;;
169.0;188.0;Directed;;;
59.0;199.0;Directed;;;
224.0;73.0;Directed;;;
73.0;168.0;Directed;;;
59.0;200.0;Directed;;;
45.0;51.0;Directed;;;
59.0;235.0;Directed;;;
199.0;198.0;Directed;;;
199.0;207.0;Directed;;;
200.0;181.0;Directed;;;
205.0;45.0;Directed;;;
112.0;170.0;Directed;;;
189.0;178.0;Directed;;;
200.0;48.0;Directed;;;
235.0;199.0;Directed;;;
168.0;199.0;Directed;;;
34.0;199.0;Directed;;;
198.0;168.0;Directed;;;
225.0;73.0;Directed;;;
199.0;200.0;Directed;;;
168.0;34.0;Directed;;;
36.0;199.0;Directed;;;
191.0;112.0;Directed;;;
112.0;215.0;Directed;;;
215.0;59.0;Directed;;;
116.0;225.0;Directed;;;
235.0;59.0;Directed;;;
199.0;153.0;Directed;;;
188.0;224.0;Directed;;;
73.0;169.0;Directed;;;
198.0;207.0;Directed;;;
170.0;34.0;Directed;;;
116.0;199.0;Directed;;;
80.0;168.0;Directed;;;
194.0;116.0;Directed;;;
199.0;196.0;Directed;;;
205.0;199.0;Directed;;;
199.0;205.0;Directed;;;
116.0;163.0;Directed;;;
168.0;199.0;Directed;;;
116.0;233.0;Directed;;;
198.0;199.0;Directed;;;
163.0;199.0;Directed;;;
132.0;168.0;Directed;;;
73.0;168.0;Directed;;;
224.0;73.0;Directed;;;
135.0;174.0;Directed;;;
187.0;116.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
19.0;80.0;Directed;;;
230.0;19.0;Directed;;;
51.0;187.0;Directed;;;
168.0;19.0;Directed;;;
199.0;198.0;Directed;;;
127.0;174.0;Directed;;;
168.0;213.0;Directed;;;
135.0;73.0;Directed;;;
196.0;135.0;Directed;;;
213.0;224.0;Directed;;;
198.0;51.0;Directed;;;
174.0;19.0;Directed;;;
233.0;127.0;Directed;;;
233.0;135.0;Directed;;;
132.0;116.0;Directed;;;
174.0;198.0;Directed;;;
199.0;194.0;Directed;;;
199.0;132.0;Directed;;;
168.0;198.0;Directed;;;
19.0;168.0;Directed;;;
168.0;230.0;Directed;;;
73.0;233.0;Directed;;;
116.0;199.0;Directed;;;
116.0;132.0;Directed;;;
198.0;170.0;Directed;;;
207.0;116.0;Directed;;;
189.0;133.0;Directed;;;
207.0;156.0;Directed;;;
18.0;199.0;Directed;;;
226.0;68.0;Directed;;;
199.0;189.0;Directed;;;
198.0;156.0;Directed;;;
165.0;153.0;Directed;;;
59.0;168.0;Directed;;;
199.0;198.0;Directed;;;
102.0;59.0;Directed;;;
199.0;207.0;Directed;;;
202.0;198.0;Directed;;;
168.0;202.0;Directed;;;
198.0;202.0;Directed;;;
156.0;132.0;Directed;;;
188.0;85.0;Directed;;;
170.0;32.0;Directed;;;
165.0;231.0;Directed;;;
132.0;188.0;Directed;;;
231.0;195.0;Directed;;;
153.0;188.0;Directed;;;
32.0;199.0;Directed;;;
132.0;108.0;Directed;;;
85.0;165.0;Directed;;;
108.0;226.0;Directed;;;
181.0;102.0;Directed;;;
195.0;198.0;Directed;;;
68.0;18.0;Directed;;;
132.0;181.0;Directed;;;
174.0;191.0;Directed;;;
83.0;99.0;Directed;;;
149.0;174.0;Directed;;;
175.0;205.0;Directed;;;
116.0;156.0;Directed;;;
213.0;198.0;Directed;;;
174.0;168.0;Directed;;;
174.0;233.0;Directed;;;
97.0;174.0;Directed;;;
198.0;116.0;Directed;;;
135.0;174.0;Directed;;;
99.0;174.0;Directed;;;
175.0;83.0;Directed;;;
205.0;233.0;Directed;;;
168.0;175.0;Directed;;;
233.0;227.0;Directed;;;
59.0;175.0;Directed;;;
174.0;62.0;Directed;;;
168.0;205.0;Directed;;;
227.0;177.0;Directed;;;
62.0;168.0;Directed;;;
83.0;97.0;Directed;;;
191.0;175.0;Directed;;;
233.0;135.0;Directed;;;
175.0;59.0;Directed;;;
156.0;149.0;Directed;;;
205.0;213.0;Directed;;;
189.0;177.0;Directed;;;
205.0;170.0;Directed;;;
165.0;164.0;Directed;;;
116.0;206.0;Directed;;;
170.0;232.0;Directed;;;
198.0;170.0;Directed;;;
39.0;189.0;Directed;;;
228.0;59.0;Directed;;;
59.0;176.0;Directed;;;
112.0;228.0;Directed;;;
202.0;205.0;Directed;;;
176.0;188.0;Directed;;;
232.0;199.0;Directed;;;
177.0;202.0;Directed;;;
198.0;116.0;Directed;;;
191.0;176.0;Directed;;;
188.0;91.0;Directed;;;
116.0;112.0;Directed;;;
199.0;189.0;Directed;;;
59.0;168.0;Directed;;;
199.0;198.0;Directed;;;
168.0;233.0;Directed;;;
21.0;19.0;Directed;;;
176.0;233.0;Directed;;;
202.0;198.0;Directed;;;
206.0;205.0;Directed;;;
202.0;207.0;Directed;;;
231.0;164.0;Directed;;;
170.0;19.0;Directed;;;
189.0;156.0;Directed;;;
232.0;39.0;Directed;;;
188.0;85.0;Directed;;;
165.0;231.0;Directed;;;
42.0;189.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
19.0;21.0;Directed;;;
85.0;165.0;Directed;;;
19.0;199.0;Directed;;;
189.0;202.0;Directed;;;
112.0;215.0;Directed;;;
215.0;59.0;Directed;;;
231.0;232.0;Directed;;;
207.0;170.0;Directed;;;
164.0;42.0;Directed;;;
170.0;199.0;Directed;;;
91.0;165.0;Directed;;;
85.0;165.0;Directed;;;
199.0;132.0;Directed;;;
156.0;225.0;Directed;;;
156.0;202.0;Directed;;;
168.0;198.0;Directed;;;
132.0;168.0;Directed;;;
188.0;170.0;Directed;;;
198.0;156.0;Directed;;;
170.0;163.0;Directed;;;
156.0;85.0;Directed;;;
165.0;156.0;Directed;;;
199.0;198.0;Directed;;;
225.0;188.0;Directed;;;
198.0;199.0;Directed;;;
163.0;199.0;Directed;;;
202.0;198.0;Directed;;;
156.0;165.0;Directed;;;
185.0;199.0;Directed;;;
116.0;168.0;Directed;;;
116.0;199.0;Directed;;;
187.0;116.0;Directed;;;
116.0;174.0;Directed;;;
198.0;116.0;Directed;;;
174.0;187.0;Directed;;;
116.0;198.0;Directed;;;
168.0;199.0;Directed;;;
199.0;198.0;Directed;;;
116.0;185.0;Directed;;;
198.0;199.0;Directed;;;
59.0;225.0;Directed;;;
85.0;170.0;Directed;;;
228.0;59.0;Directed;;;
207.0;132.0;Directed;;;
168.0;199.0;Directed;;;
226.0;228.0;Directed;;;
172.0;20.0;Directed;;;
111.0;215.0;Directed;;;
111.0;226.0;Directed;;;
215.0;111.0;Directed;;;
198.0;156.0;Directed;;;
59.0;168.0;Directed;;;
20.0;199.0;Directed;;;
199.0;198.0;Directed;;;
198.0;172.0;Directed;;;
73.0;111.0;Directed;;;
156.0;191.0;Directed;;;
199.0;207.0;Directed;;;
39.0;199.0;Directed;;;
168.0;39.0;Directed;;;
188.0;85.0;Directed;;;
199.0;188.0;Directed;;;
132.0;215.0;Directed;;;
225.0;73.0;Directed;;;
191.0;112.0;Directed;;;
112.0;215.0;Directed;;;
215.0;59.0;Directed;;;
34.0;168.0;Directed;;;
170.0;34.0;Directed;;;
240.0;199.0;Directed;;;
116.0;199.0;Directed;;;
135.0;174.0;Directed;;;
198.0;116.0;Directed;;;
220.0;116.0;Directed;;;
174.0;220.0;Directed;;;
21.0;199.0;Directed;;;
216.0;191.0;Directed;;;
199.0;198.0;Directed;;;
168.0;198.0;Directed;;;
198.0;170.0;Directed;;;
191.0;21.0;Directed;;;
156.0;216.0;Directed;;;
198.0;233.0;Directed;;;
170.0;240.0;Directed;;;
233.0;135.0;Directed;;;
199.0;21.0;Directed;;;
21.0;168.0;Directed;;;
168.0;193.0;Directed;;;
91.0;230.0;Directed;;;
85.0;230.0;Directed;;;
213.0;70.0;Directed;;;
187.0;213.0;Directed;;;
230.0;213.0;Directed;;;
193.0;187.0;Directed;;;
230.0;187.0;Directed;;;
188.0;91.0;Directed;;;
188.0;85.0;Directed;;;
70.0;168.0;Directed;;;
59.0;168.0;Directed;;;
70.0;188.0;Directed;;;
230.0;59.0;Directed;;;
193.0;85.0;Directed;;;
191.0;19.0;Directed;;;
51.0;199.0;Directed;;;
116.0;215.0;Directed;;;
19.0;193.0;Directed;;;
198.0;170.0;Directed;;;
174.0;116.0;Directed;;;
116.0;168.0;Directed;;;
193.0;198.0;Directed;;;
163.0;116.0;Directed;;;
185.0;199.0;Directed;;;
33.0;199.0;Directed;;;
198.0;116.0;Directed;;;
170.0;33.0;Directed;;;
51.0;193.0;Directed;;;
199.0;198.0;Directed;;;
116.0;51.0;Directed;;;
168.0;193.0;Directed;;;
185.0;193.0;Directed;;;
116.0;174.0;Directed;;;
191.0;221.0;Directed;;;
198.0;135.0;Directed;;;
215.0;191.0;Directed;;;
193.0;163.0;Directed;;;
135.0;191.0;Directed;;;
19.0;199.0;Directed;;;
221.0;116.0;Directed;;;
198.0;19.0;Directed;;;
168.0;198.0;Directed;;;
199.0;163.0;Directed;;;
116.0;185.0;Directed;;;
193.0;51.0;Directed;;;
172.0;34.0;Directed;;;
153.0;178.0;Directed;;;
73.0;112.0;Directed;;;
34.0;202.0;Directed;;;
170.0;153.0;Directed;;;
178.0;237.0;Directed;;;
112.0;228.0;Directed;;;
207.0;156.0;Directed;;;
237.0;225.0;Directed;;;
191.0;85.0;Directed;;;
156.0;225.0;Directed;;;
80.0;170.0;Directed;;;
199.0;198.0;Directed;;;
198.0;233.0;Directed;;;
85.0;156.0;Directed;;;
225.0;80.0;Directed;;;
202.0;207.0;Directed;;;
80.0;199.0;Directed;;;
199.0;85.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
80.0;172.0;Directed;;;
225.0;73.0;Directed;;;
21.0;199.0;Directed;;;
228.0;21.0;Directed;;;
172.0;34.0;Directed;;;
34.0;193.0;Directed;;;
135.0;112.0;Directed;;;
207.0;116.0;Directed;;;
215.0;51.0;Directed;;;
112.0;228.0;Directed;;;
68.0;172.0;Directed;;;
215.0;68.0;Directed;;;
51.0;172.0;Directed;;;
224.0;73.0;Directed;;;
198.0;116.0;Directed;;;
51.0;178.0;Directed;;;
178.0;215.0;Directed;;;
68.0;112.0;Directed;;;
51.0;112.0;Directed;;;
228.0;51.0;Directed;;;
116.0;135.0;Directed;;;
199.0;198.0;Directed;;;
193.0;199.0;Directed;;;
202.0;207.0;Directed;;;
73.0;199.0;Directed;;;
112.0;215.0;Directed;;;
193.0;202.0;Directed;;;
199.0;224.0;Directed;;;
156.0;19.0;Directed;;;
170.0;163.0;Directed;;;
207.0;156.0;Directed;;;
156.0;225.0;Directed;;;
176.0;221.0;Directed;;;
239.0;170.0;Directed;;;
198.0;156.0;Directed;;;
199.0;198.0;Directed;;;
197.0;170.0;Directed;;;
199.0;207.0;Directed;;;
170.0;19.0;Directed;;;
135.0;225.0;Directed;;;
191.0;221.0;Directed;;;
73.0;170.0;Directed;;;
199.0;170.0;Directed;;;
156.0;233.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
239.0;156.0;Directed;;;
19.0;199.0;Directed;;;
34.0;199.0;Directed;;;
225.0;73.0;Directed;;;
21.0;199.0;Directed;;;
163.0;197.0;Directed;;;
170.0;176.0;Directed;;;
156.0;135.0;Directed;;;
170.0;21.0;Directed;;;
225.0;185.0;Directed;;;
221.0;156.0;Directed;;;
185.0;170.0;Directed;;;
221.0;239.0;Directed;;;
170.0;34.0;Directed;;;
21.0;175.0;Directed;;;
116.0;199.0;Directed;;;
207.0;116.0;Directed;;;
59.0;82.0;Directed;;;
198.0;199.0;Directed;;;
116.0;178.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
178.0;116.0;Directed;;;
111.0;215.0;Directed;;;
178.0;132.0;Directed;;;
199.0;198.0;Directed;;;
175.0;207.0;Directed;;;
82.0;21.0;Directed;;;
116.0;111.0;Directed;;;
116.0;198.0;Directed;;;
132.0;199.0;Directed;;;
215.0;59.0;Directed;;;
132.0;178.0;Directed;;;
19.0;199.0;Directed;;;
198.0;116.0;Directed;;;
135.0;174.0;Directed;;;
221.0;116.0;Directed;;;
116.0;198.0;Directed;;;
172.0;19.0;Directed;;;
116.0;19.0;Directed;;;
198.0;135.0;Directed;;;
199.0;198.0;Directed;;;
174.0;221.0;Directed;;;
116.0;172.0;Directed;;;
116.0;132.0;Directed;;;
201.0;156.0;Directed;;;
170.0;232.0;Directed;;;
198.0;170.0;Directed;;;
207.0;116.0;Directed;;;
116.0;59.0;Directed;;;
116.0;168.0;Directed;;;
215.0;68.0;Directed;;;
232.0;199.0;Directed;;;
168.0;200.0;Directed;;;
68.0;175.0;Directed;;;
175.0;240.0;Directed;;;
198.0;116.0;Directed;;;
187.0;116.0;Directed;;;
116.0;187.0;Directed;;;
111.0;215.0;Directed;;;
184.0;111.0;Directed;;;
18.0;59.0;Directed;;;
233.0;144.0;Directed;;;
240.0;170.0;Directed;;;
59.0;168.0;Directed;;;
199.0;198.0;Directed;;;
200.0;156.0;Directed;;;
175.0;198.0;Directed;;;
59.0;175.0;Directed;;;
199.0;207.0;Directed;;;
176.0;184.0;Directed;;;
156.0;116.0;Directed;;;
170.0;19.0;Directed;;;
144.0;138.0;Directed;;;
138.0;176.0;Directed;;;
156.0;233.0;Directed;;;
132.0;116.0;Directed;;;
19.0;199.0;Directed;;;
168.0;198.0;Directed;;;
68.0;18.0;Directed;;;
198.0;201.0;Directed;;;
198.0;219.0;Directed;;;
51.0;199.0;Directed;;;
35.0;230.0;Directed;;;
219.0;80.0;Directed;;;
207.0;116.0;Directed;;;
116.0;232.0;Directed;;;
199.0;39.0;Directed;;;
33.0;176.0;Directed;;;
39.0;198.0;Directed;;;
168.0;199.0;Directed;;;
198.0;199.0;Directed;;;
168.0;116.0;Directed;;;
59.0;199.0;Directed;;;
198.0;116.0;Directed;;;
215.0;19.0;Directed;;;
198.0;215.0;Directed;;;
198.0;132.0;Directed;;;
116.0;33.0;Directed;;;
80.0;170.0;Directed;;;
232.0;168.0;Directed;;;
199.0;198.0;Directed;;;
116.0;51.0;Directed;;;
199.0;207.0;Directed;;;
170.0;19.0;Directed;;;
116.0;19.0;Directed;;;
198.0;135.0;Directed;;;
215.0;21.0;Directed;;;
207.0;35.0;Directed;;;
230.0;198.0;Directed;;;
197.0;168.0;Directed;;;
19.0;199.0;Directed;;;
135.0;215.0;Directed;;;
19.0;197.0;Directed;;;
132.0;59.0;Directed;;;
168.0;198.0;Directed;;;
19.0;168.0;Directed;;;
21.0;168.0;Directed;;;
176.0;207.0;Directed;;;
170.0;59.0;Directed;;;
198.0;170.0;Directed;;;
39.0;189.0;Directed;;;
189.0;111.0;Directed;;;
116.0;59.0;Directed;;;
178.0;170.0;Directed;;;
215.0;68.0;Directed;;;
185.0;199.0;Directed;;;
59.0;199.0;Directed;;;
191.0;164.0;Directed;;;
198.0;116.0;Directed;;;
111.0;215.0;Directed;;;
198.0;156.0;Directed;;;
199.0;198.0;Directed;;;
156.0;185.0;Directed;;;
198.0;178.0;Directed;;;
189.0;199.0;Directed;;;
59.0;233.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
34.0;199.0;Directed;;;
68.0;164.0;Directed;;;
164.0;39.0;Directed;;;
170.0;34.0;Directed;;;
235.0;175.0;Directed;;;
116.0;199.0;Directed;;;
116.0;226.0;Directed;;;
170.0;59.0;Directed;;;
59.0;225.0;Directed;;;
85.0;164.0;Directed;;;
225.0;181.0;Directed;;;
170.0;26.0;Directed;;;
198.0;116.0;Directed;;;
198.0;132.0;Directed;;;
116.0;190.0;Directed;;;
199.0;198.0;Directed;;;
202.0;207.0;Directed;;;
39.0;199.0;Directed;;;
190.0;133.0;Directed;;;
175.0;164.0;Directed;;;
170.0;19.0;Directed;;;
39.0;132.0;Directed;;;
188.0;85.0;Directed;;;
132.0;181.0;Directed;;;
132.0;188.0;Directed;;;
181.0;170.0;Directed;;;
26.0;175.0;Directed;;;
175.0;199.0;Directed;;;
225.0;188.0;Directed;;;
39.0;202.0;Directed;;;
207.0;225.0;Directed;;;
164.0;39.0;Directed;;;
181.0;132.0;Directed;;;
226.0;235.0;Directed;;;
19.0;175.0;Directed;;;
198.0;170.0;Directed;;;
168.0;199.0;Directed;;;
191.0;225.0;Directed;;;
191.0;185.0;Directed;;;
198.0;156.0;Directed;;;
178.0;156.0;Directed;;;
199.0;198.0;Directed;;;
198.0;172.0;Directed;;;
156.0;199.0;Directed;;;
170.0;19.0;Directed;;;
73.0;170.0;Directed;;;
172.0;19.0;Directed;;;
156.0;233.0;Directed;;;
233.0;135.0;Directed;;;
135.0;191.0;Directed;;;
156.0;178.0;Directed;;;
19.0;199.0;Directed;;;
225.0;73.0;Directed;;;
156.0;135.0;Directed;;;
135.0;233.0;Directed;;;
185.0;170.0;Directed;;;
19.0;168.0;Directed;;;
116.0;199.0;Directed;;;
149.0;19.0;Directed;;;
170.0;163.0;Directed;;;
116.0;163.0;Directed;;;
116.0;233.0;Directed;;;
163.0;199.0;Directed;;;
163.0;116.0;Directed;;;
198.0;116.0;Directed;;;
168.0;215.0;Directed;;;
215.0;73.0;Directed;;;
163.0;168.0;Directed;;;
137.0;168.0;Directed;;;
73.0;170.0;Directed;;;
116.0;1.0;Directed;;;
135.0;176.0;Directed;;;
91.0;156.0;Directed;;;
233.0;135.0;Directed;;;
111.0;149.0;Directed;;;
116.0;145.0;Directed;;;
199.0;116.0;Directed;;;
176.0;91.0;Directed;;;
135.0;137.0;Directed;;;
168.0;198.0;Directed;;;
156.0;135.0;Directed;;;
199.0;163.0;Directed;;;
1.0;111.0;Directed;;;
19.0;168.0;Directed;;;
172.0;34.0;Directed;;;
179.0;156.0;Directed;;;
170.0;163.0;Directed;;;
156.0;111.0;Directed;;;
168.0;199.0;Directed;;;
163.0;199.0;Directed;;;
111.0;215.0;Directed;;;
191.0;85.0;Directed;;;
156.0;225.0;Directed;;;
80.0;170.0;Directed;;;
59.0;168.0;Directed;;;
168.0;233.0;Directed;;;
199.0;198.0;Directed;;;
85.0;172.0;Directed;;;
85.0;156.0;Directed;;;
225.0;80.0;Directed;;;
