Source;Target;Type;Id;Label;Weight
200;28;Directed;;;
157;133;Directed;;;
168;133;Directed;;;
14;133;Directed;;;
198;168;Directed;;;
225;45;Directed;;;
133;200;Directed;;;
168;14;Directed;;;
16;133;Directed;;;
191;80;Directed;;;
80;142;Directed;;;
142;35;Directed;;;
84;225;Directed;;;
157;35;Directed;;;
133;102;Directed;;;
124;224;Directed;;;
45;169;Directed;;;
198;207;Directed;;;
170;14;Directed;;;
84;133;Directed;;;
52;168;Directed;;;
194;84;Directed;;;
133;196;Directed;;;
205;133;Directed;;;
133;205;Directed;;;
84;163;Directed;;;
108;133;Directed;;;
84;233;Directed;;;
198;133;Directed;;;
163;133;Directed;;;
87;168;Directed;;;
45;168;Directed;;;
224;45;Directed;;;
89;174;Directed;;;
187;84;Directed;;;
198;84;Directed;;;
198;87;Directed;;;
3;52;Directed;;;
230;3;Directed;;;
31;187;Directed;;;
168;3;Directed;;;
133;198;Directed;;;
86;174;Directed;;;
168;213;Directed;;;
89;45;Directed;;;
196;89;Directed;;;
213;224;Directed;;;
198;31;Directed;;;
174;3;Directed;;;
233;86;Directed;;;
233;89;Directed;;;
87;84;Directed;;;
174;198;Directed;;;
133;194;Directed;;;
133;87;Directed;;;
108;198;Directed;;;
3;108;Directed;;;
168;230;Directed;;;
45;233;Directed;;;
84;133;Directed;;;
84;87;Directed;;;
198;170;Directed;;;
207;84;Directed;;;
125;88;Directed;;;
207;105;Directed;;;
2;133;Directed;;;
148;40;Directed;;;
133;125;Directed;;;
198;105;Directed;;;
165;102;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
72;35;Directed;;;
133;207;Directed;;;
135;198;Directed;;;
108;135;Directed;;;
198;135;Directed;;;
105;87;Directed;;;
188;57;Directed;;;
170;12;Directed;;;
165;153;Directed;;;
87;188;Directed;;;
153;130;Directed;;;
102;188;Directed;;;
12;133;Directed;;;
87;78;Directed;;;
57;165;Directed;;;
78;148;Directed;;;
181;72;Directed;;;
130;198;Directed;;;
40;2;Directed;;;
87;181;Directed;;;
174;191;Directed;;;
55;69;Directed;;;
98;174;Directed;;;
111;205;Directed;;;
84;105;Directed;;;
213;198;Directed;;;
174;108;Directed;;;
174;233;Directed;;;
67;174;Directed;;;
198;84;Directed;;;
89;174;Directed;;;
69;174;Directed;;;
111;55;Directed;;;
205;233;Directed;;;
108;111;Directed;;;
233;227;Directed;;;
35;111;Directed;;;
174;37;Directed;;;
108;205;Directed;;;
227;177;Directed;;;
37;108;Directed;;;
55;67;Directed;;;
191;111;Directed;;;
233;89;Directed;;;
111;35;Directed;;;
105;98;Directed;;;
205;213;Directed;;;
125;113;Directed;;;
205;170;Directed;;;
165;164;Directed;;;
84;206;Directed;;;
170;154;Directed;;;
198;170;Directed;;;
19;125;Directed;;;
150;35;Directed;;;
35;112;Directed;;;
80;150;Directed;;;
135;205;Directed;;;
176;188;Directed;;;
154;133;Directed;;;
113;135;Directed;;;
198;84;Directed;;;
191;176;Directed;;;
188;61;Directed;;;
84;80;Directed;;;
133;125;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
108;233;Directed;;;
5;3;Directed;;;
112;233;Directed;;;
135;198;Directed;;;
206;205;Directed;;;
135;207;Directed;;;
153;164;Directed;;;
170;3;Directed;;;
125;105;Directed;;;
154;19;Directed;;;
188;57;Directed;;;
165;153;Directed;;;
22;125;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
3;5;Directed;;;
57;165;Directed;;;
3;133;Directed;;;
125;135;Directed;;;
80;142;Directed;;;
142;35;Directed;;;
153;154;Directed;;;
207;170;Directed;;;
164;22;Directed;;;
170;133;Directed;;;
61;165;Directed;;;
57;165;Directed;;;
133;87;Directed;;;
105;225;Directed;;;
105;135;Directed;;;
108;198;Directed;;;
87;108;Directed;;;
188;170;Directed;;;
198;105;Directed;;;
170;163;Directed;;;
105;57;Directed;;;
165;105;Directed;;;
133;198;Directed;;;
225;188;Directed;;;
198;133;Directed;;;
163;133;Directed;;;
135;198;Directed;;;
105;165;Directed;;;
121;133;Directed;;;
84;108;Directed;;;
84;133;Directed;;;
187;84;Directed;;;
84;174;Directed;;;
198;84;Directed;;;
174;187;Directed;;;
84;198;Directed;;;
108;133;Directed;;;
133;198;Directed;;;
84;121;Directed;;;
198;133;Directed;;;
35;225;Directed;;;
57;170;Directed;;;
150;35;Directed;;;
207;87;Directed;;;
108;133;Directed;;;
148;150;Directed;;;
172;4;Directed;;;
79;142;Directed;;;
79;148;Directed;;;
142;79;Directed;;;
198;105;Directed;;;
35;108;Directed;;;
4;133;Directed;;;
133;198;Directed;;;
198;172;Directed;;;
45;79;Directed;;;
105;191;Directed;;;
133;207;Directed;;;
19;133;Directed;;;
108;19;Directed;;;
188;57;Directed;;;
133;188;Directed;;;
87;142;Directed;;;
225;45;Directed;;;
191;80;Directed;;;
80;142;Directed;;;
142;35;Directed;;;
14;108;Directed;;;
170;14;Directed;;;
162;133;Directed;;;
84;133;Directed;;;
89;174;Directed;;;
198;84;Directed;;;
220;84;Directed;;;
174;220;Directed;;;
5;133;Directed;;;
143;191;Directed;;;
133;198;Directed;;;
108;198;Directed;;;
198;170;Directed;;;
191;5;Directed;;;
105;143;Directed;;;
198;233;Directed;;;
170;162;Directed;;;
233;89;Directed;;;
133;5;Directed;;;
5;108;Directed;;;
108;193;Directed;;;
61;152;Directed;;;
57;152;Directed;;;
213;42;Directed;;;
123;213;Directed;;;
152;213;Directed;;;
193;123;Directed;;;
152;123;Directed;;;
188;61;Directed;;;
188;57;Directed;;;
42;108;Directed;;;
35;108;Directed;;;
42;188;Directed;;;
152;35;Directed;;;
193;57;Directed;;;
191;3;Directed;;;
31;133;Directed;;;
84;142;Directed;;;
3;129;Directed;;;
198;170;Directed;;;
174;84;Directed;;;
84;108;Directed;;;
129;198;Directed;;;
163;84;Directed;;;
121;133;Directed;;;
13;133;Directed;;;
198;84;Directed;;;
170;13;Directed;;;
31;129;Directed;;;
133;198;Directed;;;
84;31;Directed;;;
108;129;Directed;;;
121;129;Directed;;;
84;174;Directed;;;
191;221;Directed;;;
198;89;Directed;;;
142;191;Directed;;;
129;163;Directed;;;
89;191;Directed;;;
3;133;Directed;;;
221;84;Directed;;;
198;3;Directed;;;
108;198;Directed;;;
133;163;Directed;;;
84;121;Directed;;;
129;31;Directed;;;
172;14;Directed;;;
102;178;Directed;;;
45;80;Directed;;;
14;135;Directed;;;
170;102;Directed;;;
178;237;Directed;;;
80;150;Directed;;;
207;105;Directed;;;
237;225;Directed;;;
191;57;Directed;;;
105;225;Directed;;;
52;170;Directed;;;
133;198;Directed;;;
198;233;Directed;;;
57;105;Directed;;;
225;52;Directed;;;
135;207;Directed;;;
52;133;Directed;;;
133;57;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
52;172;Directed;;;
225;45;Directed;;;
5;133;Directed;;;
150;5;Directed;;;
172;14;Directed;;;
14;129;Directed;;;
89;80;Directed;;;
207;84;Directed;;;
142;31;Directed;;;
80;150;Directed;;;
40;172;Directed;;;
142;40;Directed;;;
31;172;Directed;;;
224;45;Directed;;;
198;84;Directed;;;
31;178;Directed;;;
178;142;Directed;;;
40;80;Directed;;;
31;80;Directed;;;
150;31;Directed;;;
84;89;Directed;;;
133;198;Directed;;;
129;133;Directed;;;
135;207;Directed;;;
45;133;Directed;;;
80;142;Directed;;;
129;135;Directed;;;
133;224;Directed;;;
105;3;Directed;;;
170;163;Directed;;;
207;105;Directed;;;
105;225;Directed;;;
176;221;Directed;;;
239;170;Directed;;;
198;105;Directed;;;
133;198;Directed;;;
131;170;Directed;;;
133;207;Directed;;;
170;3;Directed;;;
89;225;Directed;;;
191;221;Directed;;;
45;170;Directed;;;
133;170;Directed;;;
105;233;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
239;105;Directed;;;
3;133;Directed;;;
14;133;Directed;;;
225;45;Directed;;;
5;133;Directed;;;
163;131;Directed;;;
170;176;Directed;;;
105;89;Directed;;;
170;5;Directed;;;
225;185;Directed;;;
221;105;Directed;;;
185;170;Directed;;;
221;239;Directed;;;
170;14;Directed;;;
5;111;Directed;;;
84;133;Directed;;;
207;84;Directed;;;
35;54;Directed;;;
198;133;Directed;;;
84;178;Directed;;;
198;84;Directed;;;
198;87;Directed;;;
178;84;Directed;;;
79;142;Directed;;;
178;87;Directed;;;
133;198;Directed;;;
111;207;Directed;;;
54;5;Directed;;;
84;79;Directed;;;
84;198;Directed;;;
87;133;Directed;;;
142;35;Directed;;;
87;178;Directed;;;
3;133;Directed;;;
198;84;Directed;;;
89;174;Directed;;;
221;84;Directed;;;
84;198;Directed;;;
172;3;Directed;;;
84;3;Directed;;;
198;89;Directed;;;
133;198;Directed;;;
174;221;Directed;;;
84;172;Directed;;;
84;87;Directed;;;
201;105;Directed;;;
170;154;Directed;;;
198;170;Directed;;;
207;84;Directed;;;
84;35;Directed;;;
84;108;Directed;;;
142;40;Directed;;;
154;133;Directed;;;
108;200;Directed;;;
40;111;Directed;;;
111;162;Directed;;;
198;84;Directed;;;
187;84;Directed;;;
84;187;Directed;;;
79;142;Directed;;;
184;79;Directed;;;
2;35;Directed;;;
233;93;Directed;;;
162;170;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
200;105;Directed;;;
111;198;Directed;;;
35;111;Directed;;;
133;207;Directed;;;
176;184;Directed;;;
105;84;Directed;;;
170;3;Directed;;;
93;91;Directed;;;
91;176;Directed;;;
105;233;Directed;;;
87;84;Directed;;;
3;133;Directed;;;
108;198;Directed;;;
40;2;Directed;;;
198;201;Directed;;;
198;219;Directed;;;
31;133;Directed;;;
15;152;Directed;;;
219;52;Directed;;;
207;84;Directed;;;
84;154;Directed;;;
133;19;Directed;;;
13;112;Directed;;;
19;198;Directed;;;
108;133;Directed;;;
198;133;Directed;;;
108;84;Directed;;;
35;133;Directed;;;
198;84;Directed;;;
142;3;Directed;;;
198;142;Directed;;;
198;87;Directed;;;
84;13;Directed;;;
52;170;Directed;;;
154;108;Directed;;;
133;198;Directed;;;
84;31;Directed;;;
133;207;Directed;;;
170;3;Directed;;;
84;3;Directed;;;
198;89;Directed;;;
142;5;Directed;;;
207;15;Directed;;;
152;198;Directed;;;
197;108;Directed;;;
3;133;Directed;;;
89;142;Directed;;;
3;197;Directed;;;
87;35;Directed;;;
108;198;Directed;;;
3;108;Directed;;;
5;108;Directed;;;
112;207;Directed;;;
170;35;Directed;;;
198;170;Directed;;;
19;125;Directed;;;
125;79;Directed;;;
84;35;Directed;;;
178;170;Directed;;;
142;40;Directed;;;
121;133;Directed;;;
35;133;Directed;;;
191;164;Directed;;;
198;84;Directed;;;
79;142;Directed;;;
198;105;Directed;;;
133;198;Directed;;;
105;121;Directed;;;
198;178;Directed;;;
125;133;Directed;;;
35;233;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
14;133;Directed;;;
40;164;Directed;;;
164;19;Directed;;;
170;14;Directed;;;
157;111;Directed;;;
84;133;Directed;;;
84;148;Directed;;;
170;35;Directed;;;
35;225;Directed;;;
57;164;Directed;;;
225;181;Directed;;;
170;10;Directed;;;
198;84;Directed;;;
198;87;Directed;;;
84;126;Directed;;;
133;198;Directed;;;
135;207;Directed;;;
19;133;Directed;;;
126;88;Directed;;;
111;164;Directed;;;
170;3;Directed;;;
19;87;Directed;;;
188;57;Directed;;;
87;181;Directed;;;
87;188;Directed;;;
181;170;Directed;;;
10;111;Directed;;;
111;133;Directed;;;
225;188;Directed;;;
19;135;Directed;;;
207;225;Directed;;;
164;19;Directed;;;
181;87;Directed;;;
148;157;Directed;;;
3;111;Directed;;;
198;170;Directed;;;
108;133;Directed;;;
191;225;Directed;;;
191;185;Directed;;;
198;105;Directed;;;
178;105;Directed;;;
133;198;Directed;;;
198;172;Directed;;;
105;133;Directed;;;
170;3;Directed;;;
45;170;Directed;;;
172;3;Directed;;;
105;233;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
105;178;Directed;;;
3;133;Directed;;;
225;45;Directed;;;
105;89;Directed;;;
89;233;Directed;;;
185;170;Directed;;;
3;108;Directed;;;
84;133;Directed;;;
98;3;Directed;;;
170;163;Directed;;;
84;163;Directed;;;
84;233;Directed;;;
163;133;Directed;;;
163;84;Directed;;;
198;84;Directed;;;
108;215;Directed;;;
215;45;Directed;;;
163;108;Directed;;;
90;108;Directed;;;
45;170;Directed;;;
84;0;Directed;;;
89;176;Directed;;;
61;105;Directed;;;
233;89;Directed;;;
79;98;Directed;;;
84;94;Directed;;;
133;84;Directed;;;
176;61;Directed;;;
89;90;Directed;;;
108;198;Directed;;;
105;89;Directed;;;
133;163;Directed;;;
0;79;Directed;;;
3;108;Directed;;;
172;14;Directed;;;
115;105;Directed;;;
170;163;Directed;;;
105;79;Directed;;;
108;133;Directed;;;
163;133;Directed;;;
79;142;Directed;;;
191;57;Directed;;;
105;225;Directed;;;
52;170;Directed;;;
35;108;Directed;;;
108;233;Directed;;;
133;198;Directed;;;
57;172;Directed;;;
57;105;Directed;;;
225;52;Directed;;;
133;115;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
142;35;Directed;;;
14;108;Directed;;;
198;88;Directed;;;
84;142;Directed;;;
174;84;Directed;;;
84;96;Directed;;;
207;84;Directed;;;
191;198;Directed;;;
142;31;Directed;;;
84;172;Directed;;;
121;133;Directed;;;
198;84;Directed;;;
176;84;Directed;;;
15;133;Directed;;;
168;174;Directed;;;
31;193;Directed;;;
133;198;Directed;;;
84;31;Directed;;;
133;207;Directed;;;
96;191;Directed;;;
84;168;Directed;;;
174;168;Directed;;;
84;174;Directed;;;
172;3;Directed;;;
84;198;Directed;;;
133;121;Directed;;;
31;15;Directed;;;
168;133;Directed;;;
193;31;Directed;;;
3;133;Directed;;;
133;84;Directed;;;
84;176;Directed;;;
31;121;Directed;;;
89;178;Directed;;;
84;57;Directed;;;
198;84;Directed;;;
221;84;Directed;;;
108;198;Directed;;;
57;3;Directed;;;
198;89;Directed;;;
89;57;Directed;;;
89;108;Directed;;;
178;221;Directed;;;
3;108;Directed;;;
80;178;Directed;;;
61;6;Directed;;;
150;35;Directed;;;
142;31;Directed;;;
205;84;Directed;;;
35;133;Directed;;;
170;187;Directed;;;
207;178;Directed;;;
178;142;Directed;;;
176;84;Directed;;;
205;105;Directed;;;
6;8;Directed;;;
45;180;Directed;;;
191;170;Directed;;;
52;150;Directed;;;
198;105;Directed;;;
148;61;Directed;;;
133;198;Directed;;;
22;205;Directed;;;
105;191;Directed;;;
225;52;Directed;;;
180;148;Directed;;;
131;142;Directed;;;
31;131;Directed;;;
6;22;Directed;;;
191;80;Directed;;;
142;35;Directed;;;
84;225;Directed;;;
31;45;Directed;;;
8;22;Directed;;;
84;176;Directed;;;
187;207;Directed;;;
150;35;Directed;;;
191;198;Directed;;;
80;150;Directed;;;
142;40;Directed;;;
35;191;Directed;;;
79;191;Directed;;;
79;139;Directed;;;
198;87;Directed;;;
79;35;Directed;;;
35;79;Directed;;;
198;105;Directed;;;
108;105;Directed;;;
191;133;Directed;;;
133;198;Directed;;;
105;191;Directed;;;
191;87;Directed;;;
191;105;Directed;;;
35;80;Directed;;;
191;108;Directed;;;
87;191;Directed;;;
40;79;Directed;;;
79;40;Directed;;;
191;80;Directed;;;
80;142;Directed;;;
142;35;Directed;;;
139;133;Directed;;;
31;133;Directed;;;
3;129;Directed;;;
84;35;Directed;;;
142;31;Directed;;;
128;108;Directed;;;
108;133;Directed;;;
198;133;Directed;;;
205;84;Directed;;;
45;168;Directed;;;
198;84;Directed;;;
84;19;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
84;31;Directed;;;
135;198;Directed;;;
108;205;Directed;;;
31;174;Directed;;;
129;142;Directed;;;
35;135;Directed;;;
19;84;Directed;;;
84;3;Directed;;;
198;31;Directed;;;
84;198;Directed;;;
31;198;Directed;;;
174;198;Directed;;;
3;133;Directed;;;
35;168;Directed;;;
133;84;Directed;;;
142;35;Directed;;;
108;128;Directed;;;
84;45;Directed;;;
168;35;Directed;;;
172;14;Directed;;;
170;35;Directed;;;
176;57;Directed;;;
187;170;Directed;;;
87;37;Directed;;;
108;133;Directed;;;
35;133;Directed;;;
170;187;Directed;;;
198;87;Directed;;;
57;87;Directed;;;
105;164;Directed;;;
105;170;Directed;;;
198;105;Directed;;;
187;105;Directed;;;
133;198;Directed;;;
198;233;Directed;;;
164;133;Directed;;;
176;187;Directed;;;
170;3;Directed;;;
133;170;Directed;;;
37;108;Directed;;;
89;176;Directed;;;
105;233;Directed;;;
105;172;Directed;;;
233;89;Directed;;;
87;133;Directed;;;
14;133;Directed;;;
3;108;Directed;;;
87;142;Directed;;;
198;87;Directed;;;
142;34;Directed;;;
34;12;Directed;;;
111;198;Directed;;;
12;111;Directed;;;
84;133;Directed;;;
27;117;Directed;;;
117;84;Directed;;;
198;170;Directed;;;
35;112;Directed;;;
84;233;Directed;;;
198;133;Directed;;;
35;69;Directed;;;
84;178;Directed;;;
89;174;Directed;;;
108;35;Directed;;;
178;84;Directed;;;
233;35;Directed;;;
15;84;Directed;;;
84;89;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
111;27;Directed;;;
39;111;Directed;;;
170;3;Directed;;;
3;39;Directed;;;
133;170;Directed;;;
3;170;Directed;;;
191;233;Directed;;;
84;198;Directed;;;
233;89;Directed;;;
233;95;Directed;;;
174;15;Directed;;;
3;84;Directed;;;
69;35;Directed;;;
89;233;Directed;;;
112;198;Directed;;;
198;88;Directed;;;
95;191;Directed;;;
193;24;Directed;;;
31;129;Directed;;;
31;84;Directed;;;
31;142;Directed;;;
31;193;Directed;;;
84;193;Directed;;;
31;45;Directed;;;
142;31;Directed;;;
140;31;Directed;;;
24;31;Directed;;;
45;140;Directed;;;
129;31;Directed;;;
186;37;Directed;;;
188;135;Directed;;;
108;234;Directed;;;
165;234;Directed;;;
99;188;Directed;;;
102;89;Directed;;;
178;188;Directed;;;
102;37;Directed;;;
95;178;Directed;;;
178;84;Directed;;;
89;186;Directed;;;
234;89;Directed;;;
234;95;Directed;;;
57;154;Directed;;;
99;102;Directed;;;
165;102;Directed;;;
178;99;Directed;;;
200;99;Directed;;;
99;178;Directed;;;
154;19;Directed;;;
188;57;Directed;;;
37;108;Directed;;;
89;188;Directed;;;
37;178;Directed;;;
102;188;Directed;;;
57;165;Directed;;;
135;200;Directed;;;
19;135;Directed;;;
135;99;Directed;;;
191;61;Directed;;;
170;35;Directed;;;
170;154;Directed;;;
198;170;Directed;;;
207;84;Directed;;;
185;87;Directed;;;
31;35;Directed;;;
108;185;Directed;;;
133;205;Directed;;;
154;133;Directed;;;
163;133;Directed;;;
35;133;Directed;;;
224;45;Directed;;;
233;191;Directed;;;
198;142;Directed;;;
224;173;Directed;;;
173;164;Directed;;;
198;224;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
26;224;Directed;;;
35;111;Directed;;;
135;198;Directed;;;
35;233;Directed;;;
191;142;Directed;;;
164;133;Directed;;;
170;3;Directed;;;
172;3;Directed;;;
45;170;Directed;;;
111;170;Directed;;;
170;9;Directed;;;
85;89;Directed;;;
198;89;Directed;;;
89;191;Directed;;;
170;85;Directed;;;
84;88;Directed;;;
3;133;Directed;;;
9;3;Directed;;;
45;26;Directed;;;
191;135;Directed;;;
133;142;Directed;;;
142;35;Directed;;;
108;198;Directed;;;
87;163;Directed;;;
205;207;Directed;;;
142;172;Directed;;;
3;224;Directed;;;
61;31;Directed;;;
3;108;Directed;;;
178;88;Directed;;;
163;170;Directed;;;
170;35;Directed;;;
87;89;Directed;;;
207;87;Directed;;;
17;195;Directed;;;
3;211;Directed;;;
35;133;Directed;;;
133;229;Directed;;;
142;3;Directed;;;
198;87;Directed;;;
87;3;Directed;;;
133;3;Directed;;;
89;3;Directed;;;
198;105;Directed;;;
198;163;Directed;;;
133;198;Directed;;;
211;175;Directed;;;
133;207;Directed;;;
195;133;Directed;;;
170;3;Directed;;;
1;17;Directed;;;
87;121;Directed;;;
175;142;Directed;;;
3;133;Directed;;;
87;35;Directed;;;
108;198;Directed;;;
105;89;Directed;;;
229;198;Directed;;;
121;198;Directed;;;
133;163;Directed;;;
3;108;Directed;;;
87;178;Directed;;;
89;1;Directed;;;
5;111;Directed;;;
52;168;Directed;;;
34;83;Directed;;;
105;79;Directed;;;
142;31;Directed;;;
140;79;Directed;;;
124;34;Directed;;;
168;34;Directed;;;
87;52;Directed;;;
35;133;Directed;;;
198;200;Directed;;;
45;168;Directed;;;
79;142;Directed;;;
83;45;Directed;;;
145;87;Directed;;;
133;198;Directed;;;
200;105;Directed;;;
45;140;Directed;;;
225;52;Directed;;;
87;225;Directed;;;
52;142;Directed;;;
142;170;Directed;;;
34;45;Directed;;;
33;34;Directed;;;
168;124;Directed;;;
111;133;Directed;;;
87;145;Directed;;;
31;33;Directed;;;
133;87;Directed;;;
34;35;Directed;;;
170;5;Directed;;;
172;14;Directed;;;
106;35;Directed;;;
150;35;Directed;;;
133;205;Directed;;;
207;87;Directed;;;
198;185;Directed;;;
105;79;Directed;;;
80;150;Directed;;;
185;105;Directed;;;
35;14;Directed;;;
35;133;Directed;;;
87;55;Directed;;;
79;142;Directed;;;
43;88;Directed;;;
198;105;Directed;;;
35;38;Directed;;;
198;207;Directed;;;
87;79;Directed;;;
133;198;Directed;;;
198;172;Directed;;;
105;191;Directed;;;
133;207;Directed;;;
61;14;Directed;;;
55;43;Directed;;;
172;61;Directed;;;
14;133;Directed;;;
191;80;Directed;;;
142;35;Directed;;;
205;198;Directed;;;
205;207;Directed;;;
207;106;Directed;;;
142;172;Directed;;;
38;133;Directed;;;
84;133;Directed;;;
141;133;Directed;;;
84;142;Directed;;;
106;87;Directed;;;
198;106;Directed;;;
133;135;Directed;;;
207;84;Directed;;;
31;35;Directed;;;
142;31;Directed;;;
198;200;Directed;;;
224;45;Directed;;;
89;174;Directed;;;
198;84;Directed;;;
174;111;Directed;;;
174;187;Directed;;;
200;84;Directed;;;
187;105;Directed;;;
84;89;Directed;;;
21;198;Directed;;;
133;198;Directed;;;
133;21;Directed;;;
133;207;Directed;;;
135;198;Directed;;;
35;233;Directed;;;
105;14;Directed;;;
108;135;Directed;;;
45;173;Directed;;;
174;3;Directed;;;
233;89;Directed;;;
87;133;Directed;;;
111;133;Directed;;;
14;133;Directed;;;
90;174;Directed;;;
89;90;Directed;;;
87;224;Directed;;;
135;87;Directed;;;
173;141;Directed;;;
3;108;Directed;;;
3;133;Directed;;;
198;84;Directed;;;
170;3;Directed;;;
105;143;Directed;;;
57;105;Directed;;;
105;170;Directed;;;
198;80;Directed;;;
188;57;Directed;;;
198;105;Directed;;;
35;108;Directed;;;
143;3;Directed;;;
133;198;Directed;;;
133;188;Directed;;;
108;133;Directed;;;
198;133;Directed;;;
143;35;Directed;;;
80;143;Directed;;;
18;133;Directed;;;
233;91;Directed;;;
28;125;Directed;;;
198;106;Directed;;;
170;35;Directed;;;
198;170;Directed;;;
207;84;Directed;;;
106;154;Directed;;;
12;28;Directed;;;
28;18;Directed;;;
133;205;Directed;;;
84;35;Directed;;;
153;28;Directed;;;
106;233;Directed;;;
108;133;Directed;;;
198;133;Directed;;;
207;105;Directed;;;
205;84;Directed;;;
35;133;Directed;;;
110;108;Directed;;;
204;106;Directed;;;
188;61;Directed;;;
191;133;Directed;;;
133;198;Directed;;;
84;153;Directed;;;
133;207;Directed;;;
28;133;Directed;;;
105;133;Directed;;;
125;87;Directed;;;
9;28;Directed;;;
204;105;Directed;;;
105;233;Directed;;;
89;188;Directed;;;
233;89;Directed;;;
91;191;Directed;;;
35;110;Directed;;;
154;9;Directed;;;
205;207;Directed;;;
165;12;Directed;;;
198;204;Directed;;;
61;165;Directed;;;
198;225;Directed;;;
19;198;Directed;;;
31;108;Directed;;;
89;174;Directed;;;
198;84;Directed;;;
142;3;Directed;;;
198;142;Directed;;;
39;133;Directed;;;
84;19;Directed;;;
84;89;Directed;;;
133;198;Directed;;;
84;31;Directed;;;
170;3;Directed;;;
45;170;Directed;;;
186;84;Directed;;;
174;186;Directed;;;
84;198;Directed;;;
3;133;Directed;;;
84;39;Directed;;;
225;45;Directed;;;
84;225;Directed;;;
108;198;Directed;;;
19;233;Directed;;;
233;213;Directed;;;
31;133;Directed;;;
80;142;Directed;;;
191;80;Directed;;;
31;142;Directed;;;
105;80;Directed;;;
191;150;Directed;;;
35;19;Directed;;;
150;35;Directed;;;
198;105;Directed;;;
31;80;Directed;;;
142;31;Directed;;;
150;31;Directed;;;
80;150;Directed;;;
133;198;Directed;;;
213;191;Directed;;;
105;191;Directed;;;
84;35;Directed;;;
84;163;Directed;;;
163;133;Directed;;;
35;133;Directed;;;
198;84;Directed;;;
178;142;Directed;;;
198;87;Directed;;;
154;108;Directed;;;
133;198;Directed;;;
198;233;Directed;;;
84;174;Directed;;;
106;3;Directed;;;
191;221;Directed;;;
221;106;Directed;;;
186;84;Directed;;;
198;89;Directed;;;
191;178;Directed;;;
174;186;Directed;;;
84;198;Directed;;;
233;89;Directed;;;
89;191;Directed;;;
3;133;Directed;;;
142;154;Directed;;;
108;198;Directed;;;
133;108;Directed;;;
129;133;Directed;;;
31;224;Directed;;;
45;168;Directed;;;
224;45;Directed;;;
31;233;Directed;;;
89;129;Directed;;;
31;133;Directed;;;
168;133;Directed;;;
37;31;Directed;;;
198;31;Directed;;;
133;198;Directed;;;
198;37;Directed;;;
233;89;Directed;;;
40;14;Directed;;;
221;187;Directed;;;
163;170;Directed;;;
108;237;Directed;;;
170;102;Directed;;;
133;150;Directed;;;
40;108;Directed;;;
80;150;Directed;;;
108;133;Directed;;;
121;133;Directed;;;
14;40;Directed;;;
34;3;Directed;;;
187;169;Directed;;;
105;121;Directed;;;
200;105;Directed;;;
150;34;Directed;;;
156;108;Directed;;;
150;40;Directed;;;
191;221;Directed;;;
102;179;Directed;;;
72;80;Directed;;;
89;191;Directed;;;
133;200;Directed;;;
169;156;Directed;;;
179;72;Directed;;;
133;163;Directed;;;
237;89;Directed;;;
84;133;Directed;;;
194;84;Directed;;;
84;35;Directed;;;
231;93;Directed;;;
35;133;Directed;;;
198;87;Directed;;;
93;174;Directed;;;
223;183;Directed;;;
202;87;Directed;;;
174;202;Directed;;;
133;198;Directed;;;
173;185;Directed;;;
35;111;Directed;;;
61;133;Directed;;;
84;223;Directed;;;
185;223;Directed;;;
231;89;Directed;;;
191;221;Directed;;;
118;87;Directed;;;
223;45;Directed;;;
45;173;Directed;;;
221;231;Directed;;;
133;118;Directed;;;
89;191;Directed;;;
133;194;Directed;;;
87;35;Directed;;;
35;61;Directed;;;
117;106;Directed;;;
183;173;Directed;;;
173;141;Directed;;;
141;231;Directed;;;
111;117;Directed;;;
57;19;Directed;;;
19;154;Directed;;;
154;57;Directed;;;
154;19;Directed;;;
35;225;Directed;;;
57;170;Directed;;;
142;31;Directed;;;
108;188;Directed;;;
178;142;Directed;;;
142;3;Directed;;;
225;80;Directed;;;
198;35;Directed;;;
198;105;Directed;;;
35;108;Directed;;;
133;198;Directed;;;
3;198;Directed;;;
108;178;Directed;;;
198;178;Directed;;;
225;52;Directed;;;
170;3;Directed;;;
52;142;Directed;;;
142;225;Directed;;;
188;57;Directed;;;
142;133;Directed;;;
105;178;Directed;;;
3;133;Directed;;;
80;142;Directed;;;
142;35;Directed;;;
31;225;Directed;;;
142;178;Directed;;;
225;52;Directed;;;
105;133;Directed;;;
14;133;Directed;;;
191;225;Directed;;;
207;105;Directed;;;
105;225;Directed;;;
170;215;Directed;;;
207;225;Directed;;;
52;170;Directed;;;
188;170;Directed;;;
207;170;Directed;;;
170;12;Directed;;;
12;133;Directed;;;
133;188;Directed;;;
170;14;Directed;;;
133;207;Directed;;;
215;191;Directed;;;
213;174;Directed;;;
174;188;Directed;;;
233;213;Directed;;;
84;133;Directed;;;
